Passenger Count
8744.636363636364
4407.183673469388
5463.822222222222
2320.75
18251.560109289618
294.2142857142857
6618.335907335907
11589.077519379845
2834.5
7452.339768339768
10569.238938053097
17251.637816245006
6385.523255813953
1516.8125
127164.38970588235
4006.5283018867926
5.0
5902.961240310077
2176.909090909091
34.0
415.3636363636364
18.0
17625.124031007752
3418.0714285714284
17121.325581395347
9857.51550387597
5498.402777777777
4321.4375
23358.55681818182
68498.49740932643
13116.356589147286
9070.866666666667
6476.088235294118
2.0
5631.84375
17787.676923076924
8282.186046511628
5577.583333333333
2799.7
6391.3
6470.332046332046
4280.3125
35261.13963963964
9221.813953488372
5678.461240310077
2786.011111111111
19301.96511627907
3710.5811965811968
2864.7272727272725
7993.806451612903
107.375
3883.0
26109.25
160.0
10248.635658914729
4991.2164179104475
2452.5
5865.847222222223
90.05555555555556
14746.647286821706
37083.83904465213
81188.15857605178
2921.0416666666665
3992.652
6061.640287769784
258.6
5066.197674418605
8162.416666666667
55317.81578947369
72732.05829596413
48915.46750232126
74405.35359116022
9847.10465116279
5338.155339805825
261.6666666666667
2223.1612903225805
73.0
